,Los Angeles,San Francisco,San Diego,Las Vegas,Phoenix,Seattle,Denver,Miami,New York,Chicago,Boston,Washington DC
1994-10-01,76.54724474947,67.793425394955,73.734261292884,86.278892085555,74.143968261989,71.696273430135,66.85554047076,86.257396191721,78.445651862132,81.617259091016,68.65591819931,90.035422981318
1994-11-01,76.468887153379,68.050658243355,73.457199619706,86.542565864205,74.453513599447,72.002953152672,67.183663784468,86.516800825641,78.380352144551,81.715648139792,68.791136358461,90.135949819786
1994-12-01,76.394235647031,68.311636449949,73.442733901014,87.223705612212,74.901614620564,72.120024671724,67.574831072824,86.835601051644,78.490560277924,81.860945831882,68.780349612432,89.947783173567
1995-01-01,76.376389227775,68.415407068538,73.052337382584,87.317281761647,75.215264594661,72.504317045724,67.954910875224,86.919985499859,78.569287017287,81.883233693952,68.793549688582,89.670302828454
1995-02-01,76.022727005498,68.321342239409,73.16378029687,87.592085904903,75.59570634016,72.003733763157,68.310420575179,86.712294498446,78.783145503826,82.154192483379,69.012339429608,89.604139810256
1995-03-01,75.775651592133,67.725239463389,73.000537954076,87.740115910581,75.670279995108,71.962749773895,68.600788878136,86.753908126271,78.567125787586,82.281548161012,69.125581353012,89.398265326334
1995-04-01,75.356665490465,67.406391721648,72.922918173819,88.26537889182,75.924173270871,71.551761126113,68.73458186223,86.70807023847,78.445752105467,82.346761257353,68.981090052806,89.127876554949
1995-05-01,75.117776591295,67.105979912228,72.525637212438,88.146181165789,76.217662631442,71.567408419913,69.155565895031,86.816216347736,78.43491223775,82.316163884176,69.093520151125,88.934263703975
1995-06-01,74.5554659869,66.921254162452,72.10048851962,88.029336591529,76.789541305139,71.434472711757,69.374440357872,86.962121064989,78.431816277379,82.51724796879,69.389104766773,88.669538819667
1995-07-01,74.500037177891,66.964520957544,72.090634778131,87.917086622111,77.143209342618,71.975907073475,69.818298659125,86.954284841675,78.453182301695,82.846516382263,69.696546822923,88.566820532807
1995-08-01,74.280367802712,67.01859363472,72.140605636654,88.329628516259,77.449885196878,72.338848080496,70.163105805561,87.264412474603,78.436776947182,83.109243623071,70.025862836266,88.649102424829
1995-09-01,74.191166312745,67.107895846944,72.189401944236,88.648191215026,77.601536850131,72.608045933514,70.699941178652,87.237140468263,78.50593284525,83.428629913636,70.124278964347,88.796482485643
1995-10-01,74.087425525619,66.97134681864,72.105624126716,88.917601755676,78.022601448343,72.804775887168,71.059297038001,87.446396247114,78.671245206344,83.512437887823,70.142451802033,88.757638472516
1995-11-01,74.029067507491,66.90643758636,71.703483477161,89.008100306536,78.392807668682,72.956880774823,71.356712129889,87.391939440985,78.744808626285,83.875639085042,70.112224122736,88.648811308736
1995-12-01,73.936945892411,66.849720740999,71.810806583265,89.12769002038,78.861034372168,73.237655425968,71.635577469448,87.515044955295,78.854899482344,83.959509579233,70.266057533426,88.639470375612
1996-01-01,73.919989181951,66.877716280049,71.891405070585,89.186293336592,79.260129386891,73.173304737231,71.736477183939,87.433193781047,78.950194966477,84.258774016567,70.680809282677,88.655368555102
1996-02-01,73.843781169875,66.904028120182,72.041064216481,89.496790147096,79.714979906532,73.278253223882,71.963807223915,87.518130980962,79.218412304539,83.91742408595,70.957170371235,88.536770388682
1996-03-01,73.855403246834,66.807687084108,71.764444832749,89.440042187517,80.078697079926,73.735319238647,72.336219467388,87.162700558199,79.501622605337,84.017461216261,71.393139614395,88.609998958972
1996-04-01,73.857371816514,66.691687183583,71.820506006128,89.773063202903,80.477154814041,73.923242839271,72.89679212279,87.344458753406,79.60855292245,84.828177892273,71.656580775798,88.872651276507
1996-05-01,73.995482394932,66.784225572072,71.963622119004,89.820533988752,80.76591520649,73.903534322151,73.32959776011,87.467333960225,79.775818252061,85.056659801859,71.81921793048,88.874643493614
1996-06-01,74.154395778128,67.015614048836,71.833957764055,90.216530078674,81.019458066146,74.005051336846,73.335057259441,87.574384376416,79.366330051409,85.21057602708,72.08398908067,88.783848032833
1996-07-01,74.113198637133,67.21614033116,71.720059756237,90.218146914129,81.338141194603,73.993624311087,73.527292173324,87.825504422506,79.430905090353,85.175260310494,72.436768515409,88.706748461083
1996-08-01,74.048387340217,67.544701696518,71.390315917552,90.106653144854,81.606924346064,74.451136536744,73.543707235411,87.842676527724,79.562913709976,85.30970788363,72.932056626954,88.643889746441
1996-09-01,73.99947214678,67.795879049717,71.705655595721,89.814148957887,81.855145981728,74.28156390124,73.895539232687,87.983185592305,79.759529837041,85.538534667267,73.017873452446,88.678576459994
1996-10-01,74.180130768821,68.260227974902,71.833716816312,89.663980184504,82.067233165916,74.680576665208,74.255800300794,87.943393954761,79.891283297928,85.812225671454,73.324347935314,88.818022957077
1996-11-01,74.418172716286,68.935062950251,72.147249226115,89.480246380644,82.299405937153,74.724470264784,74.740079638785,88.1111823107,79.916579388697,86.119846279582,73.475798496416,88.921545479521
1996-12-01,74.51555365788,69.207169889114,72.215761842742,90.142154996422,82.475997766038,75.150635124177,75.187378520852,87.998530582916,80.197635094745,86.452119616243,74.196280046331,88.673605431424
1997-01-01,74.536883605528,69.63862427636,72.560199983895,90.781719369985,82.803127149362,75.726193409433,75.389773734644,88.056231365178,80.435988769,86.519564927136,74.608487854969,88.775223909627
1997-02-01,74.402407253303,69.835337534758,72.751005892123,91.630627918836,83.179629679863,76.333770986563,75.758766465693,88.067212479792,80.594880545506,86.529694070875,74.905668244669,88.971334589363
1997-03-01,74.790604463548,70.636412829849,72.974565219072,91.91016622751,83.549296489061,76.865246412056,76.174914398487,88.340709803717,80.589764990184,86.829768475201,75.35396852935,89.336579817184
1997-04-01,75.272691796941,71.26260376358,73.248140964335,91.626513322345,83.951000610518,77.861917477251,76.585227389152,88.551713071715,80.674442121976,86.924975321635,75.725513040516,88.923039930273
1997-05-01,75.764761941991,71.791537201537,73.494720977513,91.503065682298,84.266688793608,78.779878836736,76.944191475058,88.666294784209,80.954136323282,86.888872554713,76.132557662123,88.932324023943
1997-06-01,76.192814678782,72.310462010893,74.054951022775,91.72252405,84.392875518709,79.65272631809,77.345865567655,88.75044231086,81.393611647153,86.889531000456,76.494662832145,88.97203238351
1997-07-01,76.542699753574,72.804282694144,74.415430351207,92.076639229869,84.436742514297,80.667182269215,77.803525797466,88.806387174079,81.777253494442,87.222319315121,76.753209376251,89.007967125432
1997-08-01,77.164439519797,73.573608313968,75.006296678804,92.485855350624,84.555527757516,81.108050608099,78.308693334479,88.887840758836,81.942905176522,87.563790742761,77.074229862873,89.117175712626
1997-09-01,77.555314346567,74.115102661373,75.3822283853,92.586265475159,85.027082094052,81.692275554056,78.442669631353,89.17145214369,82.061190836168,87.967002280956,77.442385031188,89.229588290909
1997-10-01,78.233058351274,75.037767993659,76.198723618232,92.887072370234,85.642202653843,82.055150835849,78.821106561443,89.592536723564,82.341913798427,88.325284594536,78.002175658088,89.544971155624
1997-11-01,78.891309854151,75.675430010752,76.733738102994,92.898326687173,86.158886373223,82.7686627027,79.333085384091,89.908230205349,82.821547926822,88.921042380134,78.618920568084,89.751684978657
1997-12-01,79.907611838401,76.499702897716,78.086751460736,93.204876374844,86.558682661569,83.670077102759,80.04482293896,90.325759440449,83.27303307753,89.378636565502,79.284755241859,89.97205783567
1998-01-01,81.03503707942,77.202176959032,78.976664980369,93.241943226502,86.917545328286,84.482457247584,80.6537814154,90.725457942652,83.730166947679,90.18741066599,79.899480457224,90.108149163489
1998-02-01,82.191811690702,77.677717926421,79.888357443127,93.589781808102,87.434765856583,85.652723235326,81.008931705177,91.055609157535,84.412177184703,90.543431115414,80.574024741335,90.220187109525
1998-03-01,83.653217594566,78.30659236393,81.009928199883,94.784341186173,87.691388280981,86.302993243419,81.235242478406,91.137439929513,84.943152568209,90.699638212709,81.178113790947,90.345902321293
1998-04-01,84.39878812948,79.127858716701,82.077389904469,94.77234413286,88.133930237534,87.002287999033,81.763095172909,91.226827344431,85.416571736227,90.669103425718,81.945687220572,90.550014452532
1998-05-01,85.395777778405,80.215100594745,83.094601989448,94.542676553619,88.587331533521,87.576654022247,82.416527919324,91.446207544865,85.987124847564,90.992326000159,82.793380624328,90.842645441308
1998-06-01,86.445418341121,81.391909973368,84.050771521115,94.227622549672,89.252137344743,88.383951129617,83.079237288558,92.032941066039,86.482426108997,91.562942131193,83.68358848316,91.297317005049
1998-07-01,87.85152228492,82.382300521094,85.147109795436,94.298618324583,89.895815271527,89.157702900202,83.741020735688,92.65780017621,87.161183310907,91.8074782988,84.490438095848,91.547947267449
1998-08-01,88.934779361016,83.516936866289,86.180522127129,94.410983217625,90.229351853758,89.767502988887,84.549210256265,92.907592402949,87.665885500908,92.15267472983,85.277797423992,91.784734212507
1998-09-01,90.084249970954,84.439691426832,87.131301180333,94.787926328922,90.617649820755,90.479405272335,85.254287280437,93.067968280688,88.228580502296,92.274398545386,86.202293064644,91.969411830635
1998-10-01,90.774099875791,84.965010870803,87.706653745439,94.88091169154,90.943711424089,91.138198000206,86.05164390982,93.140755465724,88.739203225563,92.516278427709,86.5752503859,92.402607910737
1998-11-01,91.293912380538,85.164210314009,88.211814754743,95.292156757871,91.553485634394,91.8206995533,86.801622568885,93.371796549998,89.259598103615,92.108743862296,86.883521748523,93.01248275113
1998-12-01,91.781234831342,85.39775518752,88.897994944206,95.634375402179,92.201361314397,92.134114167156,87.429656226247,93.568893187344,89.558397787615,92.657984243202,87.787844778949,93.513382670607
1999-01-01,92.140086269955,86.227893540827,90.105904456543,96.249927207684,92.746759276779,92.713435500518,88.492629319718,93.945365044244,89.856185965252,92.942036638736,89.242139591617,94.188054179955
1999-02-01,92.718118522111,87.219065548331,91.134509709376,96.7881362484,93.332075735047,93.096747256076,89.458741093184,94.42897755818,90.512204945168,93.52196662432,90.560607283983,94.427150737418
1999-03-01,93.384054983713,88.291712416655,91.98686205336,96.696656929782,94.024933232937,93.883574348846,90.857432772569,95.116818053693,91.285557984576,93.624581442937,91.288558518837,94.927503537465
1999-04-01,94.384071853786,89.086169694705,92.494401452888,96.860342162563,94.729918601371,94.695109799465,91.688185229621,95.851682478297,92.274853583489,94.654396476681,92.153382505265,95.521028780685
1999-05-01,95.233154691354,89.970171166859,93.090953768497,97.337503427296,95.122793696934,95.434024248186,92.548577799669,96.179693189611,93.000473839872,95.432819578363,92.99917488084,95.856112765779
1999-06-01,96.025527692635,91.276078675974,94.065136702805,97.953342834087,95.590627333215,96.333691508245,93.394919967234,96.080170054336,94.035052539306,96.317719245111,93.800590649724,96.591936697456
1999-07-01,96.648671012607,92.892928481054,94.954784559861,98.222491966219,96.131861753897,96.755660310194,94.377963204579,96.790359136963,94.939698368547,96.629682285273,95.077946773674,97.294906997124
1999-08-01,97.174846934987,94.275226128162,95.884832852944,98.180552860552,96.875249847196,97.461085611066,95.555348647446,97.280390895791,96.024203872095,97.17505505151,96.080050128688,98.014880888139
1999-09-01,97.679209545235,95.596227434038,96.957521355231,98.575662387583,97.615650412877,98.198607093387,96.958957625657,97.888278810421,96.791174845552,97.750316064412,97.204709510384,98.599702751521
1999-10-01,98.32870109553,96.764295789172,98.021296801531,98.989390421298,98.292130494402,99.213203560112,98.03769119066,97.946990252595,97.591618118601,98.660909495649,98.212419635586,98.992493118564
1999-11-01,99.238703324282,98.508827535523,99.068763097346,99.542979168343,98.957536059352,100.045249198689,98.84846676608,98.546360479928,98.400075036029,99.405112815679,99.270912340244,99.455856205561
1999-12-01,100.329648506565,100.029152903765,100.073713016054,99.852351712041,99.644448354561,100.528286479851,99.66617859316,99.316315596633,99.351966697884,100.143256373972,100.358313364411,100.094135028326
2000-01-01,101.031209381455,101.449953785595,101.10456523865,100.40137919497,100.412854578383,101.077268156331,100.663014046326,99.943409171848,100.339230032355,100.564839557455,100.919817076179,100.871832368923
2000-02-01,102.043406380641,104.170604242074,102.409576441596,100.904481976935,100.938496689843,101.65799540136,101.652547199526,100.473786613445,101.240656745919,101.411386001413,101.894221520345,101.701237228253
2000-03-01,103.224699379602,107.337222667721,104.090945314273,101.437482960102,101.715134794305,102.944144848774,102.735590549513,101.086461814428,102.060631289681,102.427759628124,102.651012231028,102.894189211894
2000-04-01,104.159399002488,110.632994092207,105.70710398879,101.595700465313,102.272077390288,103.482366303545,103.54343230149,102.011262735297,103.132503543124,103.411191814395,104.347652448088,103.954036944643
2000-05-01,104.92469782061,113.800513476384,107.134849297209,102.046929381579,102.98903555342,104.217188189769,105.302250270308,102.752968567133,104.915868589676,104.391107512674,106.009542831925,104.924617575386
2000-06-01,105.693406967544,116.81510593037,108.967209646037,102.278476657649,103.703454304615,104.432562512115,106.908068723129,103.405795382936,106.064699430137,105.509360753975,107.930273260184,105.718509301124
